Temperature,Humidity,Soil Moisture,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Soil Type,Season,Location,Crop
22.6,94.6,81.82436966943864,33,18,5,7.4,107.1,Black,Kharif,Nashik,Orange
27.2,62.4,55.3198552403066,115,31,23,7.1,140.0,Clay,Kharif,Chennai,Coffee
26.4,65.1,54.85652311814941,64,53,26,6.5,76.3,Clay,Kharif,Ahmedabad,Blackgram
15.8,28.7,14.677571587372716,39,83,10,5.9,86.1,Loamy,Zaid,Pune,Kidneybeans
23.6,70.0,61.530232709324586,127,44,25,6.1,61.3,Red,Kharif,Pune,Cotton
5.0,93.3,84.44779459487374,27,118,202,5.4,105.9,Clay,Rabi,Bangalore,Apple
27.8,96.8,88.66508210494099,41,54,56,6.3,168.4,Loamy,Rabi,Kolkata,Papaya
24.8,61.9,51.9411823537526,44,69,16,6.5,73.1,Clay,Kharif,Pune,Blackgram
15.2,29.9,18.771464656132267,29,72,13,5.8,152.6,Black,Zaid,Chennai,Kidneybeans
27.1,51.5,41.0871557257937,27,36,36,5.1,109.8,Loamy,Rabi,Chennai,Mango
24.3,55.7,47.94603058818183,30,32,26,3.9,46.8,Loamy,Zaid,Bangalore,Mothbeans
5.0,88.9,79.24844562663654,37,139,192,5.4,101.0,Red,Rabi,Nashik,Apple
25.1,97.4,84.37202177594655,23,17,32,5.8,185.5,Red,Rabi,Ahmedabad,Coconut
24.0,92.1,84.50858779232438,51,52,51,5.8,170.8,Clay,Kharif,Mumbai,Papaya
28.7,48.7,39.84386963984709,25,83,22,6.7,108.3,Red,Zaid,Delhi,Pigeonpeas
24.6,93.3,87.38396117642691,28,24,5,6.9,96.3,Black,Kharif,Nashik,Orange
10.3,94.7,79.9152640447823,16,19,7,6.5,102.3,Red,Rabi,Nagpur,Orange
27.8,65.7,55.47476921372957,92,56,25,6.2,98.0,Loamy,Kharif,Kolkata,Maize
25.2,91.7,76.82792983828483,87,11,53,6.5,15.0,Red,Zaid,Hyderabad,Muskmelon
20.0,68.9,59.246422161409946,15,53,29,6.0,45.6,Loamy,Kharif,Ahmedabad,Lentil
25.8,46.6,34.25561486398246,18,54,27,7.5,59.6,Clay,Rabi,Pune,Mothbeans
27.4,88.8,78.29074162744907,51,43,40,6.2,146.3,Black,Rabi,Nagpur,Papaya
15.0,28.2,21.60078863157407,16,68,24,5.5,87.1,Black,Rabi,Kolkata,Kidneybeans
18.9,26.8,12.24487402989569,33,64,18,5.5,89.5,Loamy,Kharif,Delhi,Kidneybeans
23.3,82.8,75.4012399137092,80,49,40,6.9,145.2,Red,Kharif,Kolkata,Jute
27.2,50.6,37.304947201082555,107,18,31,6.1,111.0,Black,Rabi,Hyderabad,Coffee
26.5,87.3,75.03521307386329,95,12,51,6.9,48.9,Clay,Zaid,Nagpur,Watermelon
30.7,93.5,79.80264906534971,15,13,16,6.0,133.0,Red,Kharif,Nashik,Orange
24.6,78.5,63.568079121963514,85,55,42,6.2,163.5,Red,Kharif,Mumbai,Jute
26.0,57.0,46.595219655667265,41,48,12,6.9,43.5,Black,Kharif,Kolkata,Mungbean
29.3,70.3,62.18492392721924,25,64,26,6.5,58.8,Red,Zaid,Chennai,Mungbean
24.5,87.6,79.43207381581549,31,26,32,6.3,208.3,Black,Zaid,Bangalore,Coconut
26.9,73.7,67.77000570945007,93,30,45,5.6,173.3,Black,Kharif,Chennai,Jute
19.8,64.3,54.077649463173735,34,58,85,6.7,44.3,Loamy,Rabi,Hyderabad,Chickpea
29.2,96.9,82.67306129204137,92,30,52,6.0,33.3,Clay,Zaid,Bangalore,Muskmelon
18.0,68.2,61.77527935998274,24,72,89,5.6,63.2,Clay,Rabi,Hyderabad,Chickpea
24.6,94.9,86.89917124660839,42,28,39,5.8,105.8,Loamy,Zaid,Mumbai,Pomegranate
25.1,91.4,78.72988064741428,88,9,49,5.4,26.7,Red,Zaid,Bangalore,Muskmelon
24.4,50.2,36.645867965557585,28,53,25,7.1,96.5,Loamy,Kharif,Ahmedabad,Pigeonpeas
26.5,71.8,65.89516447434988,127,35,13,7.0,57.2,Loamy,Kharif,Nashik,Cotton
19.0,68.1,59.17468972301729,5,58,19,5.5,46.3,Red,Zaid,Ahmedabad,Lentil
33.3,93.8,83.78528157623259,18,17,14,6.8,96.7,Clay,Zaid,Delhi,Orange
27.3,65.3,55.45600491162229,56,48,14,6.8,101.2,Loamy,Kharif,Nashik,Maize
17.3,52.0,40.394001912788404,15,69,78,5.6,30.0,Black,Rabi,Delhi,Chickpea
23.6,94.6,89.5189583291764,102,20,56,6.7,44.1,Black,Zaid,Hyderabad,Watermelon
21.2,93.8,85.83477318423779,24,33,44,6.8,96.1,Black,Zaid,Delhi,Pomegranate
24.8,89.4,80.01755609666975,30,15,36,7.0,111.9,Loamy,Zaid,Nashik,Pomegranate
22.4,29.8,20.193720594086727,19,65,15,6.2,147.6,Loamy,Rabi,Mumbai,Kidneybeans
5.0,94.8,89.3138650813476,43,122,203,6.2,112.0,Clay,Zaid,Chennai,Apple
16.0,92.2,77.66834464685327,21,28,16,7.5,97.9,Black,Rabi,Kolkata,Orange
5.0,90.4,84.18965381237211,31,120,202,6.5,108.3,Clay,Zaid,Hyderabad,Apple
26.1,67.8,58.08192232867637,29,43,11,6.4,31.9,Loamy,Rabi,Delhi,Mungbean
27.9,60.4,47.476662994508104,31,30,17,6.9,31.2,Red,Zaid,Bangalore,Mungbean
26.3,84.1,75.03942461635853,72,52,39,6.7,147.5,Clay,Kharif,Kolkata,Jute
20.3,60.7,50.933764553203176,86,51,27,5.9,94.9,Black,Kharif,Hyderabad,Maize
28.0,63.0,53.1534772567757,42,62,17,6.1,51.8,Black,Kharif,Pune,Mungbean
25.6,87.5,82.25705749361902,36,131,207,6.1,70.6,Loamy,Kharif,Kolkata,Grapes
22.3,66.8,57.13559542638471,31,55,85,5.5,62.2,Black,Rabi,Delhi,Chickpea
24.0,56.3,46.70105000868413,21,37,18,7.9,63.7,Red,Kharif,Bangalore,Mothbeans
24.9,76.5,67.82725971244382,85,76,41,6.6,89.5,Red,Rabi,Hyderabad,Banana
25.7,86.6,79.28219707255651,42,21,43,6.8,95.6,Loamy,Zaid,Mumbai,Pomegranate
20.6,49.9,43.23200210957219,16,66,88,6.6,62.5,Loamy,Rabi,Ahmedabad,Chickpea
21.8,87.3,82.03152157300653,37,20,34,6.1,109.9,Clay,Kharif,Pune,Pomegranate
20.8,28.9,17.76831978096702,33,74,28,5.9,145.8,Black,Kharif,Pune,Kidneybeans
25.1,53.3,44.17025577258424,105,10,21,6.0,149.4,Loamy,Zaid,Kolkata,Coffee
23.2,55.3,49.63334511052418,86,63,13,7.2,83.3,Loamy,Kharif,Kolkata,Maize
26.6,71.1,56.70391243752421,29,60,28,6.9,59.3,Red,Rabi,Kolkata,Mungbean
17.7,62.4,54.00878397124943,31,59,76,5.6,64.7,Clay,Rabi,Hyderabad,Chickpea
30.0,47.8,36.23552369203232,20,64,18,6.7,28.6,Black,Rabi,Kolkata,Mothbeans
5.0,87.8,82.34531582860505,42,124,203,5.8,107.5,Loamy,Kharif,Nagpur,Apple
29.4,91.2,77.2685940367158,106,8,51,5.7,23.4,Red,Zaid,Hyderabad,Muskmelon
30.1,91.7,85.69650678578832,33,33,19,6.9,105.0,Clay,Kharif,Delhi,Orange
9.2,97.4,84.83706476541056,30,118,203,6.2,98.1,Black,Zaid,Nashik,Apple
19.8,68.9,55.07876655650389,26,69,80,6.1,25.8,Loamy,Rabi,Delhi,Chickpea
28.2,60.2,48.90116974604392,25,57,26,6.3,31.6,Clay,Rabi,Nagpur,Mungbean
25.1,60.6,52.4951949929426,10,65,10,5.6,54.5,Loamy,Zaid,Hyderabad,Lentil
26.1,90.7,81.5377251841083,33,11,23,6.3,152.6,Black,Kharif,Ahmedabad,Coconut
24.4,68.0,55.78779947950484,102,20,22,5.8,128.9,Loamy,Rabi,Delhi,Coffee
25.9,91.0,83.19276244844075,115,31,59,6.5,41.2,Loamy,Zaid,Ahmedabad,Watermelon
27.7,93.5,84.31133465813124,91,34,42,6.3,26.6,Red,Zaid,Bangalore,Muskmelon
18.5,30.3,17.54243141386446,34,66,27,5.7,126.4,Black,Rabi,Nagpur,Kidneybeans
25.5,89.3,74.81319383536473,49,54,55,6.7,140.7,Red,Zaid,Nashik,Papaya
19.2,80.6,67.78375396482308,74,52,49,7.0,215.3,Red,Kharif,Ahmedabad,Rice
27.9,55.6,44.13340899381373,94,36,26,6.8,123.5,Black,Rabi,Nashik,Coffee
25.8,89.5,77.88161752944859,88,28,57,6.1,43.4,Clay,Zaid,Nashik,Watermelon
13.7,92.3,81.58053209103326,38,144,195,6.1,120.8,Loamy,Zaid,Bangalore,Apple
26.9,77.6,65.98844793562972,78,63,40,5.8,166.6,Black,Kharif,Hyderabad,Jute
27.5,89.0,81.34894254483484,88,23,42,7.1,45.1,Red,Zaid,Chennai,Watermelon
21.5,85.9,80.35220453479943,55,58,31,6.4,193.7,Red,Kharif,Ahmedabad,Rice
22.6,97.8,89.63628066734086,46,51,44,6.2,143.4,Clay,Rabi,Nashik,Papaya
30.7,44.5,38.46262680135501,28,18,34,5.2,85.4,Black,Zaid,Chennai,Mango
23.5,51.1,44.27264856051447,16,67,25,7.1,113.0,Loamy,Zaid,Nashik,Pigeonpeas
5.0,91.9,84.70249359826423,16,143,202,6.2,109.6,Clay,Kharif,Delhi,Apple
18.7,25.5,18.808819967256227,31,61,23,6.0,82.5,Loamy,Rabi,Bangalore,Kidneybeans
31.6,95.4,82.3418564668128,41,21,12,7.4,105.4,Red,Kharif,Chennai,Orange
27.5,72.1,65.67970092121529,93,62,44,6.1,90.1,Loamy,Kharif,Ahmedabad,Banana
23.7,61.0,46.20400462441181,82,47,16,6.6,90.1,Black,Kharif,Delhi,Maize
28.4,87.6,82.18040066621714,29,11,37,5.4,197.6,Red,Rabi,Bangalore,Coconut
22.9,70.1,57.55032182795127,114,28,35,6.4,169.4,Clay,Zaid,Ahmedabad,Coffee
24.7,94.5,86.3942652665144,50,40,42,6.0,115.4,Black,Zaid,Kolkata,Papaya
22.7,94.2,80.03780206352621,43,25,40,5.3,114.3,Red,Zaid,Ahmedabad,Pomegranate
26.7,67.2,54.151903346291995,105,23,33,6.2,163.7,Red,Zaid,Mumbai,Coffee
28.7,57.4,50.07692060916048,27,35,20,6.5,55.2,Red,Rabi,Ahmedabad,Mothbeans
22.5,72.3,65.45270531693701,59,30,37,6.6,179.4,Clay,Kharif,Chennai,Jute
26.8,75.8,61.08849104408061,68,30,46,6.7,165.7,Loamy,Kharif,Chennai,Jute
20.8,84.6,76.11960847036964,67,39,37,6.3,176.4,Clay,Kharif,Chennai,Rice
19.4,85.7,71.75001681532746,39,128,204,5.9,78.3,Loamy,Kharif,Delhi,Grapes
33.4,91.8,82.47703758575256,37,28,19,7.1,129.2,Loamy,Zaid,Chennai,Orange
24.7,25.1,13.978835312165057,18,74,28,6.2,129.2,Black,Zaid,Nashik,Kidneybeans
25.1,65.1,53.003145108169115,110,31,32,7.0,122.3,Red,Rabi,Hyderabad,Coffee
22.3,84.8,76.92591602599968,22,135,200,6.7,59.9,Clay,Zaid,Nashik,Grapes
23.3,62.8,53.59326075876772,86,53,13,5.7,100.7,Loamy,Kharif,Mumbai,Maize
26.3,56.3,46.385695601407996,123,15,28,6.3,179.2,Loamy,Kharif,Nashik,Coffee
22.6,68.4,58.036147464358045,118,43,22,6.4,58.1,Red,Kharif,Pune,Cotton
22.8,84.3,79.19726982601767,34,21,42,5.6,118.3,Clay,Zaid,Nashik,Pomegranate
24.7,79.0,64.40655632113895,67,63,49,6.7,194.0,Clay,Kharif,Ahmedabad,Rice
24.8,75.8,70.54430547096256,104,60,54,5.7,109.9,Loamy,Kharif,Pune,Banana
24.9,76.9,70.00704953481917,114,66,46,5.7,95.8,Red,Kharif,Kolkata,Banana
23.7,87.2,78.6433640967227,25,115,193,5.8,65.3,Loamy,Rabi,Pune,Grapes
16.9,89.2,76.70471262080605,30,15,7,6.6,130.4,Black,Kharif,Delhi,Orange
24.4,70.5,56.5570732543756,20,68,11,6.1,54.9,Black,Zaid,Mumbai,Lentil
24.4,72.6,63.86489926631549,76,34,16,5.5,72.1,Loamy,Kharif,Kolkata,Maize
24.4,60.7,54.76142105457697,26,38,16,6.9,35.2,Clay,Rabi,Mumbai,Mothbeans
20.9,72.2,61.622455103618506,21,56,70,5.8,29.4,Loamy,Rabi,Bangalore,Chickpea
23.7,84.8,72.54836334129504,32,24,35,5.9,98.7,Loamy,Kharif,Nashik,Pomegranate
26.2,89.3,79.82258747578267,59,54,45,7.2,212.6,Red,Kharif,Chennai,Papaya
28.8,88.2,76.31629407243076,22,8,32,5.9,224.9,Red,Zaid,Nagpur,Coconut
27.4,59.2,49.274209018094226,35,42,21,5.8,60.7,Red,Kharif,Delhi,Mungbean
25.1,60.4,54.52483573027155,31,31,12,6.5,35.1,Loamy,Kharif,Chennai,Mothbeans
19.2,79.4,67.38626524339867,24,134,198,6.0,61.2,Black,Rabi,Nashik,Grapes
5.0,87.7,79.24221942728202,24,126,195,6.1,117.9,Clay,Zaid,Hyderabad,Apple
18.6,53.8,44.51007819259566,33,69,85,6.4,25.4,Clay,Rabi,Kolkata,Chickpea
30.8,57.7,48.19489570244086,29,47,10,6.6,46.2,Clay,Rabi,Nagpur,Mungbean
23.8,60.4,50.69203214098969,98,45,17,6.5,94.3,Black,Kharif,Kolkata,Cotton
28.7,94.0,87.7330454655223,18,19,21,6.5,173.8,Clay,Kharif,Delhi,Coconut
26.2,88.2,78.54962607540402,85,31,47,6.2,45.8,Red,Zaid,Bangalore,Watermelon
23.1,47.0,40.93856851213195,18,47,21,4.4,51.6,Black,Rabi,Chennai,Mothbeans
29.1,71.6,63.1153713348418,27,75,19,6.4,47.0,Red,Zaid,Chennai,Lentil
27.7,62.5,50.246782172134616,42,75,29,5.3,139.9,Black,Zaid,Bangalore,Pigeonpeas
24.1,92.3,86.8911970349513,36,25,41,6.5,103.7,Black,Zaid,Hyderabad,Pomegranate
34.9,47.3,38.99575599725915,15,29,30,5.8,99.9,Loamy,Zaid,Hyderabad,Mango
19.9,60.2,49.10063433615152,18,80,78,5.7,39.3,Clay,Rabi,Mumbai,Chickpea
25.8,74.9,64.07908114691095,93,41,31,5.9,167.5,Loamy,Kharif,Ahmedabad,Jute
25.8,26.4,18.5040876614275,18,57,16,5.8,105.7,Clay,Rabi,Mumbai,Kidneybeans
28.8,87.7,78.93544427946463,96,86,48,5.8,100.2,Clay,Zaid,Hyderabad,Banana
26.4,62.3,50.99343899312424,44,47,23,8.2,63.4,Clay,Zaid,Delhi,Mothbeans
25.9,81.1,71.30329094237585,122,71,53,5.6,115.2,Black,Kharif,Mumbai,Banana
28.2,95.4,86.89249393114473,33,6,9,6.0,126.6,Clay,Kharif,Kolkata,Orange
28.3,63.0,56.88639550314292,44,31,23,7.6,37.6,Red,Zaid,Bangalore,Mungbean
24.3,57.1,48.586341012822075,50,76,10,7.6,60.4,Red,Zaid,Ahmedabad,Blackgram
14.5,89.5,79.3255730730371,16,13,19,7.5,95.5,Red,Rabi,Pune,Orange
30.1,60.9,53.08097728547768,19,62,14,7.5,34.4,Black,Rabi,Chennai,Mungbean
19.5,70.3,61.933069610768555,57,32,20,6.1,81.7,Black,Kharif,Kolkata,Maize
9.6,95.1,85.20540063900629,34,132,205,5.6,123.9,Clay,Rabi,Pune,Apple
23.9,72.5,62.70383098324831,113,27,23,6.0,173.9,Black,Rabi,Ahmedabad,Coffee
21.7,53.6,44.72618498596208,81,46,25,6.5,55.1,Black,Kharif,Mumbai,Maize
25.4,30.7,25.071786370510317,26,82,26,5.7,147.4,Loamy,Zaid,Delhi,Kidneybeans
27.6,97.4,84.43362323187537,54,68,56,6.4,181.1,Loamy,Zaid,Mumbai,Papaya
18.9,72.2,59.69951207749852,25,59,75,6.5,39.8,Black,Rabi,Hyderabad,Chickpea
22.7,53.3,42.16892733466059,88,47,15,5.6,72.9,Red,Kharif,Mumbai,Maize
26.5,98.0,85.95193803189677,112,26,46,6.1,39.4,Loamy,Zaid,Ahmedabad,Watermelon
19.5,88.8,75.68405744472483,43,7,33,5.4,107.3,Red,Zaid,Chennai,Pomegranate
15.3,17.2,10.0,44,78,24,5.9,100.3,Black,Rabi,Mumbai,Kidneybeans
23.0,67.0,53.5846394385765,58,31,45,6.2,163.1,Red,Kharif,Hyderabad,Jute
24.9,49.2,39.67320731177123,129,58,18,6.6,94.9,Black,Kharif,Nagpur,Cotton
16.4,27.2,17.599210197518303,17,65,28,5.6,99.6,Clay,Zaid,Ahmedabad,Kidneybeans
30.3,58.6,45.36512022535801,43,48,14,4.1,42.9,Black,Kharif,Nashik,Mothbeans
22.1,82.2,73.41728814761265,30,121,197,6.2,78.6,Loamy,Rabi,Hyderabad,Grapes
30.0,56.9,44.466213080891364,23,34,15,4.4,65.2,Red,Zaid,Nashik,Mothbeans
26.2,67.0,59.96822787068035,89,31,10,7.0,78.7,Loamy,Kharif,Pune,Maize
30.4,67.0,58.49728683408469,29,64,18,5.9,33.8,Clay,Rabi,Chennai,Mungbean
22.9,96.7,90.0,45,45,45,6.0,199.5,Clay,Zaid,Nashik,Papaya
5.0,88.3,79.31849256894037,20,146,199,6.1,107.9,Loamy,Kharif,Ahmedabad,Apple
29.9,57.6,44.46864755312144,17,56,28,6.2,48.2,Red,Kharif,Nagpur,Mungbean
25.4,92.7,82.27193938127174,26,12,15,6.9,97.8,Black,Kharif,Chennai,Orange
23.4,59.8,51.82153715552421,11,56,23,7.0,35.3,Red,Kharif,Ahmedabad,Lentil
25.4,88.7,78.7476671551709,41,50,53,6.5,138.7,Black,Kharif,Bangalore,Papaya
26.5,94.0,87.21826642462304,102,25,49,6.2,42.8,Black,Zaid,Mumbai,Watermelon
24.0,83.9,73.97207107823931,56,30,37,6.9,206.6,Red,Kharif,Ahmedabad,Rice
18.0,32.5,18.32862726933789,40,55,24,5.6,93.3,Clay,Rabi,Hyderabad,Kidneybeans
20.5,60.7,49.53253324160465,90,40,22,5.5,60.6,Black,Kharif,Delhi,Maize
27.6,92.3,87.26982174496405,64,49,53,6.9,142.7,Clay,Rabi,Kolkata,Papaya
23.0,18.4,10.254722388708926,26,78,25,5.9,82.2,Clay,Kharif,Bangalore,Kidneybeans
32.8,46.4,38.15948565680778,37,26,38,4.4,90.5,Loamy,Zaid,Kolkata,Mango
31.4,53.9,42.30126373409516,44,17,20,4.4,92.6,Loamy,Kharif,Pune,Mango
28.0,96.6,90.0,48,47,41,5.9,120.9,Loamy,Kharif,Ahmedabad,Papaya
34.8,50.2,43.459578298772016,25,13,21,6.3,94.2,Black,Zaid,Delhi,Mango
19.4,23.9,17.69727047690651,36,60,15,5.8,79.5,Red,Zaid,Ahmedabad,Kidneybeans
26.5,55.2,40.49315562993316,40,75,10,7.6,149.7,Loamy,Rabi,Ahmedabad,Pigeonpeas
27.9,72.2,61.237584389075636,94,64,44,5.7,93.2,Red,Kharif,Nashik,Banana
22.9,52.2,39.48424638418323,22,58,13,5.1,141.5,Loamy,Rabi,Nashik,Pigeonpeas
24.3,56.2,43.78600231365114,122,18,36,6.7,139.3,Black,Zaid,Pune,Coffee
27.8,54.3,41.66984872000013,89,64,27,7.0,71.2,Clay,Kharif,Delhi,Maize
22.8,61.4,50.118470590546096,20,82,83,5.8,59.4,Black,Rabi,Kolkata,Chickpea
22.8,71.5,60.23597020992521,34,55,89,6.4,42.9,Black,Rabi,Nagpur,Chickpea
23.0,59.5,52.158413130124174,80,37,23,5.3,82.2,Red,Kharif,Kolkata,Maize
27.8,71.0,63.96492588838723,30,58,24,6.0,52.4,Clay,Kharif,Nagpur,Mungbean
25.6,61.2,48.86095458226902,33,74,19,4.3,132.7,Black,Kharif,Chennai,Pigeonpeas
27.6,57.2,46.4191046895544,23,33,21,7.6,44.7,Clay,Rabi,Nagpur,Mungbean
11.9,87.5,81.8639114817269,39,129,207,6.7,119.7,Clay,Rabi,Delhi,Apple
25.0,84.8,78.86847030342676,22,5,30,7.1,106.2,Loamy,Rabi,Hyderabad,Pomegranate
25.5,51.0,40.995564903561956,17,33,11,5.6,33.8,Black,Rabi,Nagpur,Mothbeans
27.6,93.5,87.06639570915544,41,11,30,5.8,173.6,Black,Zaid,Hyderabad,Coconut
10.3,96.7,89.63743425928656,41,31,13,7.6,104.4,Black,Rabi,Delhi,Orange
18.0,65.9,52.761390421881345,35,71,71,6.3,40.0,Clay,Rabi,Hyderabad,Chickpea
22.7,68.5,59.40960340481408,120,18,30,7.1,134.5,Loamy,Rabi,Kolkata,Coffee
30.8,56.4,43.14608171657102,15,64,12,4.2,36.2,Black,Zaid,Bangalore,Mothbeans
21.8,86.7,74.61488006017862,27,130,201,5.7,69.1,Red,Kharif,Nashik,Grapes
13.2,92.6,79.30601907444077,26,33,17,6.7,102.2,Black,Kharif,Delhi,Orange
24.7,94.8,87.40581944282474,29,10,20,5.7,205.9,Clay,Kharif,Nagpur,Coconut
5.0,90.9,83.7963964356162,40,118,197,5.4,115.1,Clay,Zaid,Delhi,Apple
28.6,73.2,64.17667744025435,114,83,40,6.6,114.2,Clay,Rabi,Pune,Banana
17.4,92.1,81.91738583230749,18,19,37,7.0,97.1,Red,Zaid,Nashik,Pomegranate
25.9,71.5,64.7470562383603,82,44,40,5.4,162.9,Loamy,Kharif,Ahmedabad,Jute
21.7,53.8,44.335394852103946,16,64,76,5.3,32.1,Clay,Rabi,Delhi,Chickpea
29.5,53.9,40.28534543720163,35,81,23,4.8,128.0,Red,Zaid,Bangalore,Pigeonpeas
23.4,76.7,62.21054807141515,91,58,32,6.3,137.6,Loamy,Kharif,Nashik,Jute
27.9,87.8,79.66409373646779,27,21,23,5.8,214.0,Red,Rabi,Delhi,Coconut
26.7,90.3,76.58280459221761,58,54,54,6.3,160.8,Black,Zaid,Kolkata,Papaya
15.3,21.5,16.441259697205798,27,69,28,5.9,132.9,Loamy,Zaid,Mumbai,Kidneybeans
24.0,69.2,59.944811544541786,44,65,17,6.8,55.1,Black,Zaid,Nagpur,Blackgram
25.3,54.1,45.02020905766283,57,47,16,6.7,91.3,Black,Kharif,Nagpur,Maize
26.5,47.8,40.21304944943411,113,39,26,5.9,150.7,Clay,Kharif,Delhi,Coffee
24.2,22.9,13.727082136757856,19,69,19,6.1,83.5,Clay,Zaid,Hyderabad,Kidneybeans
26.6,75.2,67.62959475291512,58,58,37,5.3,162.5,Loamy,Kharif,Pune,Jute
28.6,59.7,48.053720495348884,42,50,20,6.8,57.3,Loamy,Zaid,Pune,Mungbean
5.0,89.6,81.1991471105651,33,128,191,6.1,101.8,Clay,Kharif,Ahmedabad,Apple
24.3,77.6,65.1297873517792,81,52,45,7.0,177.6,Loamy,Kharif,Nashik,Jute
29.7,71.7,65.5297507857603,56,52,22,7.1,68.7,Black,Zaid,Hyderabad,Blackgram
22.7,68.1,54.160499454408814,62,49,34,6.6,181.3,Red,Kharif,Hyderabad,Jute
29.5,58.2,49.768418482531445,28,55,21,6.8,48.2,Loamy,Rabi,Delhi,Mungbean
27.1,59.7,48.80109002757891,15,47,15,7.3,42.6,Red,Zaid,Mumbai,Mungbean
27.5,67.0,60.80541742087604,30,55,23,7.0,37.8,Loamy,Zaid,Chennai,Mungbean
29.7,87.2,75.66918567860253,110,93,44,6.3,102.0,Black,Kharif,Hyderabad,Banana
25.2,57.5,45.517567765322895,27,42,11,4.0,57.1,Black,Kharif,Hyderabad,Mothbeans
28.5,93.9,82.8649599469208,100,8,44,5.5,19.6,Clay,Zaid,Ahmedabad,Muskmelon
27.4,94.7,79.70986750145504,23,13,17,7.2,119.5,Black,Kharif,Chennai,Orange
17.9,22.4,10.0,39,83,24,5.5,88.7,Red,Rabi,Chennai,Kidneybeans
24.7,51.8,43.121427568700994,124,62,28,7.1,89.4,Red,Kharif,Ahmedabad,Cotton
23.7,54.3,47.618777595106096,121,28,28,7.0,129.9,Loamy,Zaid,Hyderabad,Coffee
24.8,80.1,72.8557948603327,74,51,37,7.1,174.2,Red,Kharif,Ahmedabad,Jute
34.3,52.2,39.68503700407594,33,41,29,6.1,87.6,Loamy,Zaid,Ahmedabad,Mango
23.3,76.9,67.75515563316748,57,41,36,7.2,136.9,Loamy,Kharif,Bangalore,Jute
26.7,66.5,54.67921306453904,12,55,12,7.2,33.7,Clay,Zaid,Ahmedabad,Lentil
27.6,90.0,78.33648047591755,92,17,53,6.9,48.5,Clay,Zaid,Nashik,Watermelon
22.2,47.3,41.724924968016936,104,28,35,6.2,121.5,Loamy,Rabi,Nashik,Coffee
25.8,64.9,57.20327953716901,16,57,12,5.1,62.6,Clay,Zaid,Ahmedabad,Mothbeans
21.4,79.8,74.73292796722458,34,149,198,6.1,75.9,Loamy,Rabi,Ahmedabad,Grapes
26.6,79.8,72.32978853055931,95,83,57,5.5,112.5,Black,Kharif,Kolkata,Banana
29.4,62.7,57.662514112241965,39,57,14,6.4,39.6,Loamy,Zaid,Nashik,Mungbean
27.0,58.4,45.53198630648002,10,72,10,5.4,55.4,Red,Rabi,Delhi,Lentil
30.2,44.4,34.71984318531293,44,50,25,5.0,130.6,Loamy,Rabi,Hyderabad,Pigeonpeas
26.9,76.2,69.47451529085554,61,50,43,6.8,155.2,Loamy,Kharif,Delhi,Jute
18.0,93.2,79.94305084493715,37,34,41,6.9,107.0,Red,Zaid,Chennai,Pomegranate
28.4,91.9,86.61321520356604,100,26,47,6.0,30.8,Loamy,Zaid,Hyderabad,Muskmelon
20.6,61.1,48.404755625655945,88,59,22,6.1,85.8,Loamy,Kharif,Pune,Maize
25.0,87.8,82.11996462110848,19,22,27,5.7,213.8,Loamy,Rabi,Kolkata,Coconut
26.8,87.7,72.94446072929657,101,26,58,5.4,33.5,Black,Zaid,Pune,Muskmelon
22.2,94.9,88.380371398851,27,5,31,5.7,117.6,Clay,Kharif,Hyderabad,Pomegranate
24.1,89.8,81.00341525178732,109,19,50,6.6,22.2,Loamy,Zaid,Pune,Muskmelon
24.7,66.3,57.15382565954201,61,59,28,6.9,55.1,Black,Kharif,Nagpur,Blackgram
23.7,47.4,32.44555894917583,35,52,24,7.3,88.2,Loamy,Zaid,Nagpur,Pigeonpeas
27.4,97.7,84.01107276699116,88,17,51,6.1,21.0,Clay,Zaid,Chennai,Muskmelon
23.6,83.3,77.82681119612052,73,47,43,6.1,224.1,Black,Kharif,Kolkata,Rice
33.4,69.1,58.46727889997624,51,70,23,6.8,64.0,Loamy,Kharif,Bangalore,Blackgram
23.9,52.9,42.24298374357765,109,38,20,5.9,117.5,Clay,Zaid,Kolkata,Coffee
24.6,82.3,70.84222763282692,89,54,47,7.1,187.7,Clay,Kharif,Ahmedabad,Rice
19.0,87.5,77.58921458169127,22,130,200,5.8,63.3,Clay,Zaid,Kolkata,Grapes
22.5,54.6,43.08009974047546,63,56,12,5.9,57.8,Loamy,Kharif,Nashik,Maize
19.7,77.9,65.99707934193178,32,119,203,6.3,57.5,Loamy,Rabi,Chennai,Grapes
28.9,65.1,55.9009445885803,36,33,20,7.2,56.1,Red,Kharif,Mumbai,Mungbean
27.5,65.8,56.42315796845412,65,37,18,5.6,93.8,Clay,Kharif,Kolkata,Maize
25.7,77.6,67.40963736181548,99,60,40,6.0,118.3,Clay,Rabi,Nashik,Banana
26.2,91.1,77.78984495635709,108,22,40,6.3,52.4,Loamy,Zaid,Pune,Watermelon
23.0,87.9,76.38915551018354,84,31,40,5.5,156.0,Clay,Kharif,Mumbai,Jute
24.4,82.4,74.36543835625311,44,140,203,5.5,76.3,Loamy,Rabi,Chennai,Grapes
27.7,96.3,81.9320403672886,38,27,6,6.1,121.5,Clay,Kharif,Pune,Orange
